depth [m],age ss09sea06bm [yr],age GICC05modelext [yr],"accumulation, tuned [m ice/yr]",temperature [°C]
2484.80,67420,66715,0.051,-48.2
2484.95,67440,66735,0.052,-47.8
2485.11,67460,66755,0.052,-47.7
2485.26,67480,66775,0.052,-47.8
2485.41,67500,66795,0.053,-48.1
2485.57,67520,66815,0.053,-48.5
2485.73,67540,66835,0.054,-48.8
2485.89,67560,66855,0.054,-49.0
2486.04,67580,66875,0.054,-49.0
2486.19,67600,66895,0.053,-48.8
2486.34,67620,66915,0.053,-48.6
2486.49,67640,66935,0.052,-48.5
2486.64,67660,66955,0.052,-48.5
2486.79,67680,66974,0.051,-48.6
2486.94,67700,66995,0.051,-49.0
2487.09,67720,67015,0.051,-49.3
2487.23,67740,67035,0.051,-49.6
2487.38,67760,67055,0.050,-49.8
2487.52,67780,67075,0.050,-49.8
2487.66,67800,67095,0.050,-49.6
2487.81,67820,67115,0.049,-49.4
2487.95,67840,67135,0.049,-49.2
2488.09,67860,67155,0.049,-49.2
2488.23,67880,67175,0.049,-49.3
2488.38,67900,67195,0.049,-49.7
2488.53,67920,67215,0.050,-50.1
2488.68,67940,67235,0.051,-50.4
2488.84,67960,67255,0.053,-50.4
2489.00,67980,67275,0.054,-50.2
2489.17,68000,67295,0.055,-49.7
2489.33,68020,67315,0.056,-49.1
2489.50,68040,67335,0.056,-48.4
2489.66,68060,67355,0.057,-47.8
2489.83,68080,67375,0.058,-47.4
2490.00,68100,67395,0.058,-47.1
2490.17,68120,67415,0.059,-47.0
2490.35,68140,67435,0.059,-47.0
2490.52,68160,67455,0.060,-47.2
2490.69,68180,67475,0.060,-47.6
2490.86,68200,67495,0.059,-47.9
2491.02,68220,67515,0.058,-48.2
2491.18,68240,67535,0.057,-48.5
2491.34,68260,67555,0.055,-48.8
2491.49,68280,67575,0.054,-49.1
2491.64,68300,67595,0.053,-49.4
2491.78,68320,67615,0.052,-49.7
2491.93,68340,67635,0.051,-50.0
2492.08,68360,67655,0.050,-50.3
2492.21,68380,67675,0.049,-50.6
2492.35,68400,67694,0.049,-50.8
2492.49,68420,67715,0.048,-50.9
2492.63,68440,67735,0.047,-50.8
2492.76,68460,67755,0.047,-50.6
2492.90,68480,67775,0.047,-50.3
2493.03,68500,67795,0.047,-50.1
2493.17,68520,67814,0.047,-50.0
2493.31,68540,67835,0.047,-50.0
2493.44,68560,67855,0.047,-50.2
2493.58,68580,67875,0.047,-50.3
2493.72,68600,67895,0.047,-50.4
2493.86,68620,67915,0.048,-50.4
2494.00,68640,67935,0.048,-50.2
2494.14,68660,67955,0.048,-50.1
2494.28,68680,67975,0.048,-49.9
2494.42,68700,67995,0.048,-49.8
2494.56,68720,68015,0.048,-49.8
2494.70,68740,68035,0.048,-49.8
2494.83,68760,68055,0.048,-49.9
2494.98,68780,68075,0.048,-50.0
2495.12,68800,68095,0.048,-50.0
2495.26,68820,68115,0.048,-50.1
2495.41,68840,68135,0.049,-50.2
2495.55,68860,68155,0.049,-50.4
2495.69,68880,68175,0.049,-50.5
2495.84,68900,68195,0.050,-50.5
2495.98,68920,68215,0.050,-50.3
2496.13,68940,68235,0.050,-50.1
2496.27,68960,68255,0.050,-49.7
2496.42,68980,68275,0.050,-49.4
2496.56,69000,68296,0.049,-49.2
2496.70,69020,68316,0.049,-49.1
2496.84,69040,68335,0.049,-49.0
2496.98,69060,68354,0.049,-49.1
2497.12,69080,68375,0.049,-49.2
2497.27,69100,68395,0.049,-49.3
2497.41,69120,68415,0.049,-49.5
2497.56,69140,68435,0.049,-49.7
2497.70,69160,68456,0.049,-50.0
2497.84,69180,68475,0.049,-50.3
2497.98,69200,68495,0.049,-50.5
2498.13,69220,68515,0.049,-50.5
2498.27,69240,68535,0.049,-50.4
2498.41,69260,68555,0.049,-50.2
2498.55,69280,68575,0.049,-49.9
2498.69,69300,68595,0.048,-49.6
2498.83,69320,68615,0.048,-49.3
2498.97,69340,68635,0.048,-49.1
2499.11,69360,68655,0.048,-49.0
2499.26,69380,68674,0.049,-49.0
2499.41,69400,68695,0.049,-49.0
2499.56,69420,68716,0.050,-49.0
2499.71,69440,68736,0.051,-49.1
2499.86,69460,68755,0.051,-49.3
2500.00,69480,68775,0.051,-49.4
2500.15,69500,68795,0.051,-49.3
2500.30,69520,68815,0.052,-49.2
2500.46,69540,68835,0.052,-49.0
2500.61,69560,68855,0.052,-48.7
2500.77,69580,68875,0.053,-48.6
2500.92,69600,68895,0.053,-48.5
2501.08,69620,68915,0.053,-48.6
2501.23,69640,68935,0.053,-48.8
2501.39,69660,68955,0.054,-48.7
2501.54,69680,68975,0.054,-48.5
2501.70,69700,68995,0.054,-48.1
2501.86,69720,69015,0.054,-47.7
2502.01,69740,69035,0.053,-47.4
2502.16,69760,69054,0.053,-47.4
2502.31,69780,69075,0.052,-47.5
2502.45,69800,69095,0.051,-47.6
2502.60,69820,69115,0.051,-47.8
2502.75,69840,69135,0.051,-48.1
2502.90,69860,69155,0.051,-48.3
2503.05,69880,69174,0.051,-48.5
2503.19,69900,69195,0.050,-48.7
2503.34,69920,69215,0.050,-48.9
2503.49,69940,69235,0.050,-49.0
2503.64,69960,69255,0.050,-49.0
2503.79,69980,69275,0.050,-48.9
2503.94,70000,69295,0.051,-48.7
2504.10,70020,69315,0.052,-48.4
2504.26,70040,69335,0.054,-48.2
2504.44,70060,69355,0.056,-47.9
2504.61,70080,69375,0.059,-47.6
2504.81,70100,69395,0.063,-47.2
2505.02,70120,69415,0.067,-46.7
2505.23,70140,69435,0.072,-46.1
2505.47,70160,69455,0.078,-45.4
2505.72,70180,69475,0.084,-44.7
2505.99,70200,69495,0.089,-44.0
2506.27,70220,69515,0.092,-43.4
2506.54,70240,69535,0.094,-42.9
2506.82,70260,69555,0.094,-42.7
2507.07,70280,69575,0.091,-42.7
2507.31,70300,69595,0.087,-43.1
2507.54,70320,69615,0.082,-44.0
2507.74,70340,69635,0.077,-45.2
2507.95,70360,69655,0.071,-46.6
2508.10,70380,69675,0.066,-47.9
2508.24,70400,69695,0.060,-49.0
2508.38,70420,69715,0.054,-49.7
2508.52,70440,69735,0.050,-50.2
2508.64,70460,69755,0.046,-50.3
2508.75,70480,69775,0.043,-50.3
2508.87,70500,69795,0.041,-50.1
2508.98,70520,69815,0.040,-49.9
2509.10,70540,69835,0.039,-49.8
2509.21,70560,69855,0.039,-49.6
2509.32,70580,69875,0.038,-49.6
2509.43,70600,69895,0.038,-49.5
2509.54,70620,69915,0.038,-49.5
2509.66,70640,69934,0.038,-49.5
2509.77,70660,69955,0.039,-49.4
2509.89,70680,69976,0.040,-49.4
2510.01,70700,69996,0.040,-49.3
2510.13,70720,70016,0.041,-49.2
2510.25,70740,70036,0.041,-49.1
2510.38,70760,70055,0.042,-49.0
2510.50,70780,70075,0.042,-48.9
2510.62,70800,70096,0.043,-48.8
2510.75,70820,70115,0.043,-48.6
2510.87,70840,70134,0.043,-48.4
2511.00,70860,70155,0.044,-48.1
2511.13,70880,70175,0.044,-47.9
2511.25,70900,70195,0.045,-47.9
2511.39,70920,70215,0.045,-47.9
2511.52,70940,70235,0.046,-48.1
2511.65,70960,70255,0.046,-48.4
2511.79,70980,70275,0.047,-48.7
2511.92,71000,70295,0.048,-48.9
2512.07,71020,70315,0.049,-49.0
2512.21,71040,70335,0.050,-49.0
2512.35,71060,70355,0.051,-48.9
2512.50,71080,70375,0.051,-48.5
2512.65,71100,70395,0.052,-48.1
2512.80,71120,70415,0.053,-47.5
2512.95,71140,70435,0.054,-46.9
2513.11,71160,70455,0.054,-46.3
2513.26,71180,70475,0.055,-45.8
2513.42,71200,70495,0.057,-45.5
2513.58,71220,70515,0.058,-45.4
2513.75,71240,70535,0.059,-45.4
2513.92,71260,70555,0.060,-45.6
2514.09,71280,70575,0.061,-45.7
2514.26,71300,70595,0.061,-45.8
2514.43,71320,70615,0.062,-45.8
2514.60,71340,70635,0.062,-45.7
2514.77,71360,70654,0.062,-45.7
2514.94,71380,70674,0.062,-45.8
2515.11,71400,70695,0.063,-45.8
2515.29,71420,70715,0.063,-46.0
2515.47,71440,70735,0.064,-46.2
2515.65,71460,70755,0.065,-46.3
2515.83,71480,70775,0.066,-46.4
2516.02,71500,70795,0.067,-46.4
2516.21,71520,70815,0.068,-46.1
2516.40,71540,70835,0.069,-45.5
2516.59,71560,70855,0.070,-44.8
2516.79,71580,70875,0.072,-44.0
2516.99,71600,70895,0.073,-43.2
2517.20,71620,70915,0.075,-42.7
2517.41,71640,70935,0.077,-42.4
2517.63,71660,70955,0.079,-42.3
2517.86,71680,70975,0.080,-42.1
2518.08,71700,70995,0.081,-42.0
2518.30,71720,71015,0.082,-41.7
2518.53,71740,71035,0.082,-41.6
2518.75,71760,71055,0.082,-41.6
2518.97,71780,71075,0.082,-41.8
2519.19,71800,71095,0.082,-42.2
2519.42,71820,71115,0.082,-42.7
2519.65,71840,71135,0.083,-43.2
2519.88,71860,71155,0.083,-43.4
2520.11,71880,71175,0.084,-43.1
2520.34,71900,71195,0.085,-42.6
2520.58,71920,71215,0.085,-41.9
2520.81,71940,71235,0.086,-41.4
2521.06,71960,71255,0.087,-41.0
2521.30,71980,71275,0.088,-40.7
2521.55,72000,71295,0.089,-40.6
2521.79,72020,71315,0.090,-40.6
2522.04,72040,71335,0.090,-40.8
2522.28,72060,71355,0.090,-41.2
2522.53,72080,71375,0.091,-41.5
2522.78,72100,71395,0.091,-41.8
2523.03,72120,71415,0.091,-41.9
2523.28,72140,71435,0.091,-41.8
2523.53,72160,71455,0.091,-41.6
2523.78,72180,71475,0.091,-41.3
2524.03,72200,71495,0.092,-41.0
2524.28,72220,71515,0.092,-40.9
2524.54,72240,71535,0.092,-40.9
2524.79,72260,71555,0.093,-41.0
2525.05,72280,71575,0.093,-41.2
2525.31,72300,71595,0.094,-41.3
2525.57,72320,71615,0.094,-41.4
2525.83,72340,71635,0.095,-41.4
2526.09,72360,71655,0.096,-41.3
2526.36,72380,71675,0.096,-40.9
2526.62,72400,71695,0.097,-40.6
2526.89,72420,71715,0.098,-40.3
2527.16,72440,71735,0.099,-40.2
2527.44,72460,71755,0.100,-40.1
2527.72,72480,71775,0.101,-40.0
2528.00,72500,71795,0.102,-39.9
2528.29,72520,71815,0.103,-39.7
2528.57,72540,71835,0.104,-39.5
2528.86,72560,71855,0.105,-39.3
2529.15,72580,71875,0.106,-39.2
2529.44,72600,71895,0.107,-39.0
2529.74,72620,71915,0.107,-38.9
2530.04,72640,71935,0.108,-38.8
2530.34,72660,71955,0.109,-38.8
2530.64,72680,71975,0.109,-38.8
2530.94,72700,71995,0.110,-38.7
2531.24,72720,72015,0.111,-38.6
2531.55,72740,72035,0.112,-38.5
2531.87,72760,72055,0.113,-38.2
2532.18,72780,72075,0.115,-37.8
2532.50,72800,72095,0.116,-37.4
2532.81,72820,72115,0.117,-37.1
2533.14,72840,72135,0.117,-37.0
2533.46,72860,72155,0.118,-37.0
2533.78,72880,72175,0.118,-37.1
2534.11,72900,72195,0.117,-37.0
2534.43,72920,72215,0.114,-36.8
2534.72,72940,72235,0.110,-36.8
2535.01,72960,72255,0.105,-37.1
2535.26,72980,72275,0.098,-38.0
2535.51,73000,72295,0.092,-39.6
2535.71,73020,72315,0.086,-42.2
2535.91,73040,72335,0.081,-43.8
2536.11,73060,72355,0.077,-45.5
2536.32,73080,72375,0.075,-47.3
2536.53,73100,72395,0.073,-48.8
2536.71,73120,72415,0.071,-49.9
2536.87,73140,72435,0.067,-50.5
2537.03,73160,72455,0.063,-50.6
2537.18,73180,72474,0.059,-50.6
2537.32,73200,72495,0.055,-50.3
2537.45,73220,72515,0.052,-50.1
2537.58,73240,72535,0.050,-49.9
2537.71,73260,72554,0.049,-49.8
2537.84,73280,72574,0.048,-49.8
2537.97,73300,72595,0.048,-50.0
2538.10,73320,72616,0.047,-50.2
2538.23,73340,72635,0.047,-50.4
2538.36,73360,72655,0.047,-50.6
2538.48,73380,72675,0.047,-50.7
2538.61,73400,72695,0.046,-50.7
2538.73,73420,72715,0.046,-50.6
2538.85,73440,72736,0.046,-50.5
2538.98,73460,72755,0.046,-50.3
2539.10,73480,72775,0.046,-50.1
2539.22,73500,72795,0.045,-50.0
2539.34,73520,72816,0.045,-49.9
2539.47,73540,72835,0.045,-49.9
2539.59,73560,72854,0.045,-49.9
2539.71,73580,72875,0.045,-49.9
2539.83,73600,72895,0.045,-49.8
2539.95,73620,72915,0.045,-49.6
2540.08,73640,72935,0.045,-49.4
2540.20,73660,72955,0.046,-49.2
2540.33,73680,72975,0.046,-49.1
2540.45,73700,72995,0.046,-49.0
2540.58,73720,73015,0.046,-49.0
2540.70,73740,73035,0.046,-49.2
2540.82,73760,73055,0.046,-49.3
2540.95,73780,73075,0.047,-49.4
2541.07,73800,73095,0.047,-49.4
2541.20,73820,73115,0.047,-49.4
2541.33,73840,73135,0.047,-49.3
2541.46,73860,73155,0.047,-49.1
2541.58,73880,73175,0.047,-49.1
2541.70,73900,73195,0.047,-49.1
2541.82,73920,73216,0.046,-49.1
2541.94,73940,73236,0.046,-49.2
2542.07,73960,73255,0.046,-49.3
2542.19,73980,73274,0.045,-49.4
2542.31,74000,73295,0.045,-49.4
2542.43,74020,73315,0.045,-49.4
2542.55,74040,73335,0.045,-49.5
2542.67,74060,73356,0.045,-49.6
2542.80,74080,73375,0.045,-49.7
2542.92,74100,73395,0.046,-49.9
2543.04,74120,73415,0.046,-50.1
2543.16,74140,73435,0.046,-50.2
2543.28,74160,73455,0.046,-50.3
2543.41,74180,73475,0.046,-50.3
2543.53,74200,73495,0.046,-50.3
2543.65,74220,73514,0.046,-50.2
2543.78,74240,73534,0.046,-50.0
2543.90,74260,73555,0.046,-49.9
2544.02,74280,73575,0.046,-49.7
2544.14,74300,73595,0.046,-49.6
2544.26,74320,73615,0.046,-49.5
2544.38,74340,73636,0.046,-49.5
2544.51,74360,73655,0.046,-49.5
2544.64,74380,73675,0.047,-49.6
2544.76,74400,73695,0.047,-49.7
2544.89,74420,73715,0.048,-49.9
2545.02,74440,73735,0.048,-50.1
2545.15,74460,73755,0.049,-50.2
2545.28,74480,73776,0.049,-50.3
2545.41,74500,73796,0.049,-50.4
2545.54,74520,73815,0.049,-50.3
2545.67,74540,73835,0.049,-50.1
2545.79,74560,73855,0.049,-49.9
2545.92,74580,73875,0.049,-49.7
2546.06,74600,73895,0.049,-49.5
2546.19,74620,73915,0.050,-49.4
2546.33,74640,73935,0.051,-49.4
2546.47,74660,73955,0.052,-49.7
2546.61,74680,73975,0.054,-50.1
2546.76,74700,73995,0.055,-50.5
2546.92,74720,74016,0.056,-50.7
2547.07,74740,74035,0.056,-50.6
2547.21,74760,74055,0.056,-50.0
2547.35,74780,74075,0.055,-49.3
2547.49,74800,74095,0.055,-48.7
2547.63,74820,74115,0.055,-48.1
2547.79,74840,74135,0.057,-47.7
2547.96,74860,74155,0.059,-47.3
2548.12,74880,74175,0.063,-46.9
2548.31,74900,74195,0.067,-46.4
2548.51,74920,74215,0.071,-45.7
2548.71,74940,74235,0.075,-45.0
2548.92,74960,74255,0.078,-44.2
2549.14,74980,74275,0.080,-43.6
2549.35,75000,74295,0.082,-43.2
2549.57,75020,74315,0.084,-43.1
2549.79,75040,74335,0.085,-43.2
2550.02,75060,74355,0.086,-43.5
2550.25,75080,74375,0.086,-44.0
2550.47,75100,74395,0.086,-44.5
2550.69,75120,74415,0.085,-44.8
2550.91,75140,74435,0.084,-44.9
2551.13,75160,74455,0.084,-44.7
2551.34,75180,74475,0.083,-44.5
2551.56,75200,74495,0.083,-44.2
2551.78,75220,74515,0.084,-44.1
2552.00,75240,74535,0.085,-44.0
2552.23,75260,74555,0.086,-43.8
2552.46,75280,74575,0.087,-43.6
2552.70,75300,74595,0.088,-43.3
2552.93,75320,74615,0.090,-43.1
2553.17,75340,74635,0.091,-42.8
2553.42,75360,74655,0.092,-42.7
2553.66,75380,74675,0.093,-42.5
2553.91,75400,74695,0.094,-42.4
2554.17,75420,74715,0.096,-42.3
2554.42,75440,74735,0.097,-42.2
2554.68,75460,74755,0.098,-42.0
2554.94,75480,74775,0.099,-41.8
2555.20,75500,74795,0.099,-41.6
2555.47,75520,74815,0.100,-41.4
2555.73,75540,74835,0.100,-41.2
2555.99,75560,74855,0.100,-41.2
2556.26,75580,74875,0.100,-41.3
2556.53,75600,74895,0.100,-41.4
2556.79,75620,74915,0.100,-41.4
2557.06,75640,74935,0.100,-41.5
2557.32,75660,74955,0.100,-41.4
2557.59,75680,74975,0.100,-41.3
2557.85,75700,74995,0.100,-41.3
2558.11,75720,75015,0.100,-41.2
2558.38,75740,75035,0.100,-41.1
2558.65,75760,75055,0.100,-41.1
2558.91,75780,75075,0.100,-41.1
2559.18,75800,75095,0.100,-41.1
2559.44,75820,75115,0.101,-41.1
2559.71,75840,75135,0.101,-41.1
2559.98,75860,75155,0.101,-41.1
2560.25,75880,75175,0.101,-41.1
2560.52,75900,75195,0.102,-41.0
2560.79,75920,75215,0.102,-40.9
2561.06,75940,75235,0.102,-40.7
2561.33,75960,75255,0.102,-40.6
2561.60,75980,75275,0.102,-40.6
2561.87,76000,75295,0.102,-40.8
2562.14,76020,75315,0.102,-40.9
2562.41,76040,75335,0.102,-41.0
2562.68,76060,75355,0.101,-41.0
2562.94,76080,75375,0.101,-41.0
2563.21,76100,75395,0.101,-41.1
2563.48,76120,75415,0.101,-41.2
2563.75,76140,75435,0.101,-41.2
2564.02,76160,75455,0.102,-41.2
2564.29,76180,75475,0.102,-41.2
2564.56,76200,75495,0.103,-41.1
2564.84,76220,75515,0.104,-41.0
2565.12,76240,75535,0.105,-40.9
2565.41,76260,75555,0.106,-40.7
2565.69,76280,75575,0.107,-40.4
2565.98,76300,75595,0.108,-39.9
2566.28,76320,75615,0.109,-39.4
2566.57,76340,75635,0.109,-39.2
2566.86,76360,75655,0.110,-39.3
2567.16,76380,75675,0.110,-39.5
2567.45,76400,75695,0.109,-39.8
2567.74,76420,75715,0.109,-40.0
2568.03,76440,75735,0.108,-40.2
2568.32,76460,75755,0.108,-40.4
2568.62,76480,75775,0.108,-40.5
2568.91,76500,75795,0.108,-40.5
2569.21,76520,75815,0.109,-40.3
2569.51,76540,75835,0.109,-39.9
2569.81,76560,75855,0.110,-39.4
2570.11,76580,75875,0.110,-38.9
2570.42,76600,75895,0.111,-38.6
2570.73,76620,75915,0.111,-38.5
2571.03,76640,75935,0.111,-38.7
2571.34,76660,75955,0.111,-38.9
2571.65,76680,75975,0.111,-39.0
2571.96,76700,75995,0.110,-39.1
2572.27,76720,76015,0.110,-39.0
2572.58,76740,76035,0.110,-38.8
2572.89,76760,76055,0.110,-38.6
2573.21,76780,76075,0.111,-38.3
2573.52,76800,76095,0.112,-38.2
2573.84,76820,76115,0.112,-38.0
2574.16,76840,76135,0.113,-38.0
2574.49,76860,76155,0.114,-37.9
2574.82,76880,76175,0.115,-37.7
2575.15,76900,76195,0.116,-37.4
2575.48,76920,76215,0.117,-37.1
2575.81,76940,76235,0.118,-36.9
2576.14,76960,76255,0.119,-36.8
2576.48,76980,76275,0.120,-36.7
2576.83,77000,76295,0.122,-36.5
2577.17,77020,76315,0.122,-36.2
2577.52,77040,76335,0.122,-35.7
2577.86,77060,76355,0.120,-35.2
2578.18,77080,76375,0.117,-35.1
2578.50,77100,76395,0.113,-35.5
2578.78,77120,76415,0.108,-36.7
2579.06,77140,76435,0.103,-38.6
2579.33,77160,76455,0.098,-40.8
2579.57,77180,76475,0.092,-43.1
2579.79,77200,76495,0.086,-45.0
2580.01,77220,76515,0.081,-46.1
2580.20,77240,76535,0.076,-46.8
2580.38,77260,76555,0.071,-47.3
2580.57,77280,76575,0.068,-47.4
2580.74,77300,76595,0.066,-47.3
2580.91,77320,76615,0.064,-47.1
2581.08,77340,76635,0.062,-46.8
2581.24,77360,76655,0.061,-46.5
2581.41,77380,76675,0.061,-46.3
2581.57,77400,76695,0.061,-46.2
2581.73,77420,76715,0.061,-46.1
2581.90,77440,76735,0.061,-46.1
2582.06,77460,76755,0.061,-46.2
2582.23,77480,76775,0.061,-46.4
2582.39,77500,76795,0.061,-46.6
2582.55,77520,76815,0.061,-46.8
2582.71,77540,76835,0.061,-46.9
2582.87,77560,76855,0.060,-46.8
2583.03,77580,76875,0.060,-46.7
2583.19,77600,76895,0.060,-46.6
2583.35,77620,76915,0.060,-46.5
2583.51,77640,76935,0.060,-46.5
2583.67,77660,76955,0.060,-46.6
2583.83,77680,76975,0.061,-46.6
2583.99,77700,76995,0.061,-46.6
2584.15,77720,77015,0.061,-46.5
2584.31,77740,77035,0.061,-46.2
2584.47,77760,77056,0.062,-46.0
2584.64,77780,77075,0.062,-45.8
2584.80,77800,77094,0.062,-45.7
2584.96,77820,77114,0.062,-45.8
2585.12,77840,77135,0.063,-46.0
2585.29,77860,77155,0.063,-46.2
2585.45,77880,77175,0.064,-46.3
2585.62,77900,77195,0.064,-46.4
2585.78,77920,77215,0.063,-46.4
2585.94,77940,77235,0.063,-46.3
2586.10,77960,77255,0.062,-46.1
2586.25,77980,77275,0.062,-45.9
2586.40,78000,77295,0.061,-45.8
2586.56,78020,77315,0.061,-45.8
2586.71,78040,77335,0.060,-45.9
2586.87,78060,77355,0.060,-46.2
2587.02,78080,77375,0.061,-46.6
2587.18,78100,77395,0.061,-46.9
2587.33,78120,77415,0.061,-47.2
2587.49,78140,77435,0.062,-47.2
2587.65,78160,77455,0.062,-47.1
2587.80,78180,77475,0.062,-46.9
2587.96,78200,77495,0.062,-46.5
2588.11,78220,77515,0.062,-46.1
2588.26,78240,77535,0.062,-45.7
2588.42,78260,77555,0.062,-45.3
2588.59,78280,77575,0.063,-45.1
2588.75,78300,77595,0.064,-44.9
2588.91,78320,77615,0.065,-44.9
2589.09,78340,77635,0.066,-44.9
2589.26,78360,77655,0.068,-45.0
2589.44,78380,77675,0.069,-45.0
2589.62,78400,77695,0.070,-44.9
2589.81,78420,77715,0.072,-44.6
2589.99,78440,77735,0.073,-44.4
2590.19,78460,77755,0.076,-44.1
2590.40,78480,77775,0.078,-43.7
2590.61,78500,77795,0.082,-43.4
2590.84,78520,77815,0.085,-43.0
2591.07,78540,77835,0.089,-42.5
2591.32,78560,77855,0.093,-41.9
2591.57,78580,77875,0.098,-41.2
2591.84,78600,77895,0.102,-40.7
2592.11,78620,77915,0.106,-40.3
2592.40,78640,77935,0.109,-40.0
2592.69,78660,77955,0.111,-39.8
2592.99,78680,77975,0.112,-39.6
2593.28,78700,77995,0.112,-39.6
2593.57,78720,78015,0.111,-39.7
2593.85,78740,78035,0.109,-39.8
2594.12,78760,78055,0.107,-40.1
2594.39,78780,78075,0.103,-40.4
2594.64,78800,78095,0.100,-40.7
2594.88,78820,78115,0.096,-41.0
2595.12,78840,78135,0.093,-41.4
2595.35,78860,78155,0.090,-41.6
2595.57,78880,78175,0.088,-41.9
2595.80,78900,78195,0.086,-42.1
2596.02,78920,78215,0.085,-42.2
2596.24,78940,78235,0.084,-42.2
2596.45,78960,78255,0.083,-42.2
2596.67,78980,78275,0.082,-42.1
2596.88,79000,78295,0.082,-42.0
2597.10,79020,78315,0.082,-42.0
2597.32,79040,78335,0.083,-42.0
2597.54,79060,78355,0.084,-42.0
2597.77,79080,78375,0.085,-42.0
2598.00,79100,78395,0.086,-41.8
2598.24,79120,78415,0.087,-41.4
2598.47,79140,78435,0.087,-41.1
2598.70,79160,78455,0.088,-40.7
2598.94,79180,78475,0.089,-40.3
2599.17,79200,78495,0.089,-40.2
2599.41,79220,78515,0.090,-40.3
2599.66,79240,78535,0.090,-40.5
2599.90,79260,78555,0.090,-40.7
2600.13,79280,78575,0.090,-40.7
2600.37,79300,78595,0.090,-40.7
2600.61,79320,78615,0.089,-40.6
2600.84,79340,78635,0.089,-40.5
2601.08,79360,78655,0.090,-40.6
2601.32,79380,78675,0.090,-40.8
2601.57,79400,78695,0.092,-40.8
2601.82,79420,78715,0.093,-40.5
2602.07,79440,78735,0.094,-40.0
2602.33,79460,78755,0.096,-39.2
2602.58,79480,78775,0.098,-38.4
2602.85,79500,78795,0.100,-37.8
2603.13,79520,78815,0.102,-37.4
2603.41,79540,78835,0.104,-37.1
2603.69,79560,78855,0.106,-36.8
2603.97,79580,78875,0.107,-36.6
2604.25,79600,78895,0.107,-36.5
2604.54,79620,78915,0.108,-36.4
2604.83,79640,78935,0.108,-36.5
2605.12,79660,78955,0.108,-36.5
2605.41,79680,78975,0.108,-36.4
2605.69,79700,78995,0.108,-36.2
2605.97,79720,79015,0.107,-36.1
2606.25,79740,79035,0.107,-36.2
2606.53,79760,79055,0.107,-36.4
2606.82,79780,79075,0.108,-36.6
2607.10,79800,79095,0.108,-36.7
2607.39,79820,79115,0.109,-36.5
2607.68,79840,79135,0.109,-36.1
2607.97,79860,79155,0.109,-35.6
2608.25,79880,79175,0.108,-35.2
2608.53,79900,79195,0.107,-34.9
2608.80,79920,79215,0.105,-35.0
2609.07,79940,79235,0.103,-35.4
2609.33,79960,79255,0.100,-36.3
2609.58,79980,79275,0.097,-37.5
2609.82,80000,79295,0.094,-38.4
2610.05,80020,79315,0.092,-39.1
2610.28,80040,79335,0.090,-39.3
2610.51,80060,79355,0.089,-39.2
2610.73,80080,79375,0.088,-39.1
2610.96,80100,79395,0.087,-38.9
2611.18,80120,79415,0.088,-38.7
2611.41,80140,79435,0.088,-38.4
2611.64,80160,79455,0.088,-38.1
2611.87,80180,79475,0.089,-37.9
2612.10,80200,79495,0.090,-38.0
2612.33,80220,79515,0.091,-38.1
2612.57,80240,79535,0.091,-38.4
2612.80,80260,79555,0.092,-38.5
2613.04,80280,79575,0.092,-38.5
2613.27,80300,79595,0.092,-38.4
2613.51,80320,79615,0.092,-38.2
2613.74,80340,79635,0.092,-38.0
2613.97,80360,79655,0.092,-38.0
2614.20,80380,79675,0.092,-38.2
2614.44,80400,79695,0.092,-38.5
2614.68,80420,79715,0.092,-38.9
2614.91,80440,79735,0.093,-39.1
2615.15,80460,79755,0.093,-39.2
2615.38,80480,79775,0.093,-39.1
2615.62,80500,79795,0.094,-38.9
2615.86,80520,79815,0.095,-38.7
2616.11,80540,79835,0.096,-38.4
2616.35,80560,79855,0.097,-38.1
2616.60,80580,79875,0.097,-37.7
2616.85,80600,79895,0.098,-37.4
2617.10,80620,79915,0.099,-37.3
2617.35,80640,79935,0.099,-37.5
2617.60,80660,79955,0.100,-37.7
2617.85,80680,79975,0.100,-38.0
2618.11,80700,79995,0.100,-38.2
2618.36,80720,80015,0.100,-38.3
2618.61,80740,80035,0.100,-38.3
2618.86,80760,80055,0.101,-38.2
2619.11,80780,80075,0.101,-38.1
2619.37,80800,80095,0.102,-38.1
2619.63,80820,80115,0.103,-38.0
2619.89,80840,80135,0.103,-37.8
2620.15,80860,80155,0.104,-37.6
2620.41,80880,80175,0.104,-37.4
2620.67,80900,80195,0.104,-37.3
2620.93,80920,80215,0.104,-37.3
2621.18,80940,80235,0.104,-37.4
2621.44,80960,80255,0.104,-37.8
2621.70,80980,80275,0.104,-38.2
2621.96,81000,80295,0.103,-38.7
2622.21,81020,80315,0.103,-38.9
2622.47,81040,80335,0.103,-39.0
2622.72,81060,80355,0.102,-38.9
2622.97,81080,80375,0.102,-38.7
2623.23,81100,80395,0.103,-38.7
2623.48,81120,80415,0.103,-38.7
2623.74,81140,80435,0.105,-38.7
2624.01,81160,80455,0.106,-38.6
2624.27,81180,80475,0.107,-38.4
2624.53,81200,80495,0.108,-38.1
2624.80,81220,80515,0.108,-37.7
2625.07,81240,80535,0.109,-37.5
2625.34,81260,80555,0.109,-37.4
2625.61,81280,80575,0.109,-37.5
2625.87,81300,80595,0.109,-37.7
2626.14,81320,80615,0.109,-38.0
2626.41,81340,80635,0.108,-38.4
