depth [m],age ss09sea06bm [yr],age GICC05modelext [yr],"accumulation, tuned [m ice/yr]",temperature [°C]
1948.10,32140,32383,0.077,-41.5
1948.67,32160,32403,0.079,-41.0
1949.27,32180,32422,0.080,-40.6
1949.89,32200,32443,0.080,-40.3
1950.50,32220,32463,0.078,-40.5
1951.07,32240,32481,0.073,-41.4
1951.57,32260,32497,0.067,-43.1
1952.00,32280,32514,0.060,-45.4
1952.37,32300,32535,0.053,-47.8
1952.69,32320,32559,0.047,-49.6
1952.99,32340,32579,0.041,-50.8
1953.26,32360,32599,0.038,-51.6
1953.52,32380,32616,0.035,-51.9
1953.78,32400,32632,0.033,-52.1
1954.04,32420,32647,0.032,-52.3
1954.29,32440,32662,0.032,-52.4
1954.55,32460,32678,0.032,-52.6
1954.80,32480,32698,0.032,-52.7
1955.05,32500,32716,0.032,-52.7
1955.29,32520,32734,0.031,-52.7
1955.54,32540,32751,0.031,-52.5
1955.78,32560,32767,0.030,-52.5
1956.01,32580,32783,0.030,-52.6
1956.23,32600,32799,0.029,-53.0
1956.47,32620,32815,0.029,-53.6
1956.70,32640,32832,0.029,-54.2
1956.93,32660,32848,0.029,-54.8
1957.17,32680,32864,0.030,-55.1
1957.41,32700,32880,0.030,-54.9
1957.67,32720,32897,0.031,-54.2
1957.92,32740,32914,0.031,-53.2
1958.19,32760,32933,0.032,-52.0
1958.45,32780,32952,0.033,-51.1
1958.73,32800,32971,0.034,-50.6
1959.01,32820,32991,0.035,-50.6
1959.30,32840,33009,0.035,-50.9
1959.59,32860,33028,0.035,-51.4
1959.87,32880,33048,0.035,-51.8
1960.14,32900,33071,0.035,-52.1
1960.42,32920,33092,0.035,-52.2
1960.71,32940,33112,0.035,-52.1
1960.99,32960,33134,0.035,-52.0
1961.28,32980,33155,0.035,-51.6
1961.56,33000,33174,0.035,-51.2
1961.85,33020,33195,0.035,-51.0
1962.14,33040,33214,0.035,-51.0
1962.42,33060,33235,0.035,-51.4
1962.70,33080,33256,0.035,-51.8
1962.98,33100,33276,0.035,-52.3
1963.26,33120,33296,0.036,-52.8
1963.55,33140,33316,0.038,-53.0
1963.87,33160,33335,0.040,-52.6
1964.19,33180,33354,0.043,-51.6
1964.53,33200,33374,0.047,-50.2
1964.90,33220,33391,0.052,-48.7
1965.31,33240,33407,0.057,-47.3
1965.77,33260,33425,0.063,-46.0
1966.27,33280,33443,0.068,-45.0
1966.79,33300,33462,0.073,-44.1
1967.32,33320,33482,0.076,-43.5
1967.87,33340,33503,0.078,-43.2
1968.43,33360,33522,0.080,-43.1
1968.99,33380,33541,0.081,-43.0
1969.55,33400,33560,0.081,-42.8
1970.12,33420,33581,0.082,-42.7
1970.70,33440,33600,0.083,-42.6
1971.26,33460,33621,0.084,-42.5
1971.84,33480,33643,0.084,-42.3
1972.43,33500,33663,0.084,-42.1
1973.03,33520,33682,0.083,-42.1
1973.61,33540,33701,0.081,-42.5
1974.14,33560,33719,0.077,-43.5
1974.63,33580,33744,0.072,-44.9
1975.08,33600,33769,0.067,-46.3
1975.48,33620,33792,0.062,-47.4
1975.86,33640,33813,0.057,-48.3
1976.22,33660,33833,0.054,-49.1
1976.57,33680,33855,0.051,-49.6
1976.91,33700,33875,0.050,-50.0
1977.24,33720,33894,0.048,-50.3
1977.55,33740,33914,0.047,-50.6
1977.86,33760,33932,0.046,-50.8
1978.16,33780,33952,0.045,-51.2
1978.47,33800,33973,0.045,-51.4
1978.79,33820,33993,0.045,-51.4
1979.10,33840,34013,0.045,-51.2
1979.42,33860,34033,0.045,-50.6
1979.73,33880,34052,0.045,-50.1
1980.05,33900,34073,0.045,-49.7
1980.38,33920,34097,0.045,-49.6
1980.71,33940,34120,0.044,-49.7
1981.04,33960,34141,0.044,-49.9
1981.37,33980,34162,0.045,-49.8
1981.70,34000,34185,0.045,-49.6
1982.02,34020,34208,0.045,-49.5
1982.35,34040,34228,0.044,-49.3
1982.67,34060,34248,0.044,-49.3
1982.99,34080,34270,0.044,-49.4
1983.31,34100,34290,0.044,-49.8
1983.62,34120,34310,0.043,-50.2
1983.94,34140,34330,0.043,-50.4
1984.24,34160,34351,0.043,-50.4
1984.55,34180,34371,0.043,-50.3
1984.86,34200,34391,0.043,-50.1
1985.18,34220,34412,0.044,-49.7
1985.50,34240,34432,0.044,-49.3
1985.82,34260,34450,0.044,-48.9
1986.14,34280,34469,0.045,-48.8
1986.46,34300,34492,0.044,-48.8
1986.78,34320,34514,0.044,-49.0
1987.09,34340,34536,0.044,-49.3
1987.40,34360,34558,0.044,-49.6
1987.70,34380,34580,0.044,-49.8
1988.02,34400,34601,0.044,-49.8
1988.34,34420,34622,0.045,-49.5
1988.67,34440,34644,0.046,-48.9
1988.99,34460,34666,0.047,-48.2
1989.32,34480,34684,0.048,-47.6
1989.68,34500,34706,0.050,-47.1
1990.06,34520,34727,0.052,-46.6
1990.47,34540,34748,0.054,-45.6
1990.84,34560,34764,0.056,-44.1
1991.23,34580,34779,0.057,-42.6
1991.63,34600,34795,0.058,-41.5
1992.05,34620,34812,0.060,-41.0
1992.49,34640,34828,0.060,-41.0
1992.91,34660,34845,0.060,-41.2
1993.33,34680,34861,0.060,-41.4
1993.73,34700,34878,0.059,-41.6
1994.13,34720,34896,0.058,-42.0
1994.53,34740,34914,0.057,-42.3
1994.92,34760,34929,0.056,-42.6
1995.30,34780,34945,0.056,-42.8
1995.68,34800,34961,0.056,-42.9
1996.07,34820,34977,0.056,-42.8
1996.45,34840,34996,0.057,-42.4
1996.86,34860,35013,0.059,-41.8
1997.29,34880,35030,0.061,-40.9
1997.74,34900,35048,0.063,-40.0
1998.19,34920,35066,0.065,-39.3
1998.67,34940,35086,0.066,-39.0
1999.13,34960,35103,0.067,-39.0
1999.59,34980,35120,0.067,-39.2
2000.05,35000,35139,0.067,-39.4
2000.51,35020,35156,0.067,-39.4
2000.96,35040,35173,0.067,-39.2
2001.42,35060,35190,0.067,-38.9
2001.90,35080,35208,0.068,-38.8
2002.38,35100,35226,0.068,-38.7
2002.86,35120,35244,0.069,-38.5
2003.33,35140,35260,0.069,-38.5
2003.82,35160,35277,0.069,-38.5
2004.30,35180,35295,0.070,-38.3
2004.78,35200,35313,0.071,-38.1
2005.28,35220,35330,0.073,-37.7
2005.80,35240,35349,0.074,-37.2
2006.31,35260,35368,0.075,-36.6
2006.85,35280,35388,0.076,-36.3
2007.39,35300,35408,0.076,-36.2
2007.92,35320,35426,0.075,-36.3
2008.43,35340,35444,0.072,-36.8
2008.91,35360,35461,0.068,-37.8
2009.34,35380,35476,0.064,-39.4
2009.73,35400,35492,0.059,-41.4
2010.11,35420,35509,0.055,-43.5
2010.45,35440,35527,0.051,-45.3
2010.78,35460,35544,0.047,-46.4
2011.08,35480,35563,0.045,-47.1
2011.38,35500,35581,0.043,-47.3
2011.67,35520,35602,0.043,-47.4
2011.97,35540,35622,0.043,-47.2
2012.28,35560,35644,0.043,-46.9
2012.59,35580,35666,0.044,-46.5
2012.91,35600,35686,0.044,-46.1
2013.22,35620,35707,0.044,-45.7
2013.53,35640,35727,0.044,-45.4
2013.84,35660,35748,0.043,-45.5
2014.13,35680,35768,0.042,-46.0
2014.40,35700,35788,0.040,-47.0
2014.67,35720,35806,0.038,-48.1
2014.92,35740,35823,0.037,-49.2
2015.17,35760,35839,0.035,-50.1
2015.41,35780,35856,0.034,-50.9
2015.65,35800,35873,0.034,-51.4
2015.89,35820,35889,0.033,-51.6
2016.13,35840,35906,0.033,-51.3
2016.37,35860,35923,0.034,-50.5
2016.62,35880,35941,0.034,-49.5
2016.86,35900,35957,0.034,-48.7
2017.12,35920,35974,0.035,-48.3
2017.38,35940,35991,0.036,-48.3
2017.65,35960,36010,0.036,-48.4
2017.93,35980,36028,0.037,-48.7
2018.20,36000,36047,0.037,-48.9
2018.47,36020,36067,0.038,-48.9
2018.75,36040,36084,0.038,-48.7
2019.03,36060,36104,0.039,-48.3
2019.32,36080,36123,0.039,-47.9
2019.61,36100,36144,0.039,-47.6
2019.91,36120,36166,0.040,-47.3
2020.20,36140,36186,0.040,-47.1
2020.49,36160,36205,0.040,-47.1
2020.78,36180,36225,0.040,-47.3
2021.06,36200,36244,0.039,-47.8
2021.35,36220,36262,0.039,-48.3
2021.64,36240,36281,0.039,-48.7
2021.93,36260,36299,0.039,-48.8
2022.22,36280,36318,0.039,-48.5
2022.51,36300,36338,0.039,-47.9
2022.80,36320,36357,0.040,-47.3
2023.10,36340,36376,0.040,-46.9
2023.39,36360,36394,0.041,-46.9
2023.70,36380,36412,0.041,-47.2
2024.02,36400,36432,0.042,-47.4
2024.34,36420,36450,0.042,-47.3
2024.66,36440,36466,0.042,-46.8
2024.97,36460,36480,0.042,-46.3
2025.27,36480,36496,0.042,-46.1
2025.58,36500,36513,0.042,-46.4
2025.90,36520,36532,0.042,-47.0
2026.22,36540,36553,0.043,-47.6
2026.54,36560,36573,0.043,-47.6
2026.86,36580,36591,0.045,-47.2
2027.21,36600,36609,0.046,-46.3
2027.57,36620,36628,0.048,-45.3
2027.94,36640,36648,0.050,-44.4
2028.34,36660,36668,0.052,-43.7
2028.74,36680,36687,0.053,-43.4
2029.15,36700,36706,0.054,-43.4
2029.56,36720,36724,0.054,-43.6
2029.95,36740,36742,0.054,-43.7
2030.34,36760,36760,0.054,-43.9
2030.74,36780,36780,0.054,-43.9
2031.15,36800,36798,0.055,-43.8
2031.55,36820,36816,0.055,-43.5
2031.96,36840,36832,0.055,-43.3
2032.36,36860,36848,0.054,-43.4
2032.77,36880,36864,0.054,-43.7
2033.17,36900,36879,0.053,-44.0
2033.55,36920,36899,0.053,-44.3
2033.92,36940,36920,0.052,-44.4
2034.30,36960,36939,0.052,-44.5
2034.69,36980,36957,0.052,-44.5
2035.07,37000,36975,0.052,-44.5
2035.46,37020,36993,0.052,-44.3
2035.85,37040,37011,0.053,-44.0
2036.24,37060,37028,0.053,-43.9
2036.64,37080,37045,0.054,-43.9
2037.04,37100,37064,0.054,-43.8
2037.44,37120,37083,0.055,-43.7
2037.85,37140,37102,0.057,-43.4
2038.28,37160,37122,0.058,-43.0
2038.71,37180,37142,0.060,-42.5
2039.16,37200,37160,0.062,-42.0
