entity_id,entity_name,site_id,site_name,latitude,longitude,distance_NGRIP,number,mean_off18O,std_off18O,mean_off18O_20,std_off18O_20,number20,mean_off18O_40,std_off18O_40,number40,mean_off18O_60,std_off18O_60,number60,mean_off18O_80,std_off18O_80,number80,mean_off13C,std_off13C,mean_var18_stad,mean_var18_interstad,abruptness50,abruptness100,continent,new_region
3,BT-2.2,1,Bittoo cave,30.7903,77.7764,7497.133294420339,58001,1.1751666666666685,1.1751666666666685,0.0,0.0,0,1.822008960573477,1.059295043649043,5,0.0,0.0,0,0.0,0.0,0,0.5849315860215054,0.4029992796565603,1.0,1.0,0.0,0.0,5.0,5.0
4,BT-2.3,1,Bittoo cave,30.7903,77.7764,7497.133294420339,59049,3.0009999999999994,3.0009999999999994,0.0,0.0,0,3.0009999999999994,,1,1.8597938461538468,,1,2.0217543290043283,1.657110863847307,2,0.2376853679653683,0.4569958066019527,1.0,1.0,0.0,0.0,5.0,5.0
4,BT-2.3,1,Bittoo cave,30.7903,77.7764,7497.133294420339,64938,1.8597938461538468,1.8597938461538468,0.0,0.0,0,3.0009999999999994,,1,1.8597938461538468,,1,2.0217543290043283,1.657110863847307,2,0.2376853679653683,0.4569958066019527,1.0,1.0,0.0,0.0,5.0,5.0
4,BT-2.3,1,Bittoo cave,30.7903,77.7764,7497.133294420339,108368,3.193508658008657,3.193508658008657,0.0,0.0,0,3.0009999999999994,,1,1.8597938461538468,,1,2.0217543290043283,1.657110863847307,2,0.2376853679653683,0.4569958066019527,1.0,1.0,0.0,0.0,5.0,5.0
4,BT-2.3,1,Bittoo cave,30.7903,77.7764,7497.133294420339,119164,0.8499999999999996,0.8499999999999996,0.0,0.0,0,3.0009999999999994,,1,1.8597938461538468,,1,2.0217543290043283,1.657110863847307,2,0.2376853679653683,0.4569958066019527,1.0,1.0,0.0,0.0,5.0,5.0
17,KS08-2,2,Kesang cave,42.87,81.75,6282.87570844113,71811,1.338000000000002,1.338000000000002,0.0,0.0,0,0.0,0.0,0,1.0030000000000014,0.4737615433949874,2,,,2,,,1.0,1.0,0.0,0.0,5.0,5.0
17,KS08-2,2,Kesang cave,42.87,81.75,6282.87570844113,76515,0.668000000000001,0.668000000000001,0.0,0.0,0,0.0,0.0,0,1.0030000000000014,0.4737615433949874,2,,,2,,,1.0,1.0,0.0,0.0,5.0,5.0
17,KS08-2,2,Kesang cave,42.87,81.75,6282.87570844113,82713,1.7675,1.7675,0.0,0.0,0,0.0,0.0,0,1.0030000000000014,0.4737615433949874,2,,,2,,,1.0,1.0,0.0,0.0,5.0,5.0
17,KS08-2,2,Kesang cave,42.87,81.75,6282.87570844113,104595,,,0.0,0.0,0,0.0,0.0,0,1.0030000000000014,0.4737615433949874,2,,,2,,,1.0,1.0,0.0,0.0,5.0,5.0
22,PAR06,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,41807,-0.8299999999999996,-0.8299999999999996,0.0,0.0,0,,,2,0.0,0.0,0,0.0,0.0,0,,,1.0,1.0,0.0,0.0,3.0,4.0
22,PAR06,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,44097,,,0.0,0.0,0,,,2,0.0,0.0,0,0.0,0.0,0,,,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,27909,-1.1513333333333335,-1.1513333333333335,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,29167,-0.5908333333333329,-0.5908333333333329,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,32613,-0.8264705882352947,-0.8264705882352947,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,34143,-0.7244444444444453,-0.7244444444444453,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,35427,-0.8433766233766238,-0.8433766233766238,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,38443,-0.9500909090909097,-0.9500909090909097,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,40465,-0.3500000000000005,-0.3500000000000005,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,41753,-1.1257777777777775,-1.1257777777777775,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
23,PAR07,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,43462,-0.914444444444444,-0.914444444444444,-0.8477582053023233,0.1919994140498803,6,-0.7967407407407406,0.4010591122548313,3,0.0,0.0,0,0.0,0.0,0,-0.4866672490545041,0.7893349224232046,1.0,1.0,0.0,0.0,3.0,4.0
24,PAR08,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,28170,-0.6862500000000011,-0.6862500000000011,-0.6862500000000011,,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,-0.2709999999999999,,1.0,1.0,0.0,0.0,3.0,4.0
26,PAR24,3,Paraiso cave,-4.0667,-55.45,8846.401698326448,24575,-0.823,-0.823,-0.6597166666666665,0.230917504509487,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,-0.0735000000000005,0.1595704302877664,1.0,1.0,0.0,0.0,3.0,4.0
